1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
4521,BA-00001,BA-00001,B-5204500,12/04/2013,07/07/2025,JPY,6000000,NOK,450000,Cross Currency - Swap,USD,-7878.395175,27/09/2018,JPY,-875377.2416,16/04/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4522,BA-00001,BA-00001,B-5204501,17/06/2016,22/03/2021,JPY,79000000,NOK,5925000,FX - Swap,USD,103534.4479,27/09/2018,JPY,11503827.54,21/06/2016,,,0.512,,,,3645457,EntityB,983400120,EntityA,Active
4523,BA-00001,BA-00001,B-5204502,07/09/2010,02/09/2020,JPY,25000000,NOK,1875000,Cross Currency - Swap,USD,30120.8803,27/09/2018,JPY,3346764.478,09/09/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4524,BA-00001,BA-00001,B-5204503,29/05/2009,13/12/2029,GBP,68000000,GBP,68000000,Interest Rate - Swap,USD,-10429087.98,27/09/2018,GBP,-8147724.985,02/06/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4525,BA-00001,BA-00001,B-5204504,07/01/2016,15/04/2019,GBP,6000000,GBP,6000000,Interest Rate - Swap Basis,USD,897818.9909,27/09/2018,GBP,701421.0866,11/01/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4526,BA-00001,BA-00001,B-5204505,16/09/2013,18/03/2027,GBP,22000000,DKK,181280000,FX - Swap,USD,-1386308.19,27/09/2018,GBP,-1083053.273,18/09/2013,,,0.472,,,,3645457,EntityB,983400120,EntityA,Active
4527,BA-00001,BA-00001,B-5204506,23/10/2012,16/06/2021,NOK,21000000,NOK,21000000,Interest Rate - Swap Basis,USD,-327491.7009,27/09/2018,NOK,-2729097.508,25/10/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4528,BA-00001,BA-00001,B-5204507,15/12/2014,07/09/2022,CAD,83000000,CAD,83000000,Interest Rate - Swap,USD,1540537.681,27/09/2018,CAD,2000698.287,17/12/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4529,BA-00001,BA-00001,B-5204508,29/09/2006,30/10/2028,CHF,23000000,CHF,23000000,Interest Rate - Swap,USD,-1850146.267,27/09/2018,CHF,-1813868.889,03/10/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4530,BA-00001,BA-00001,B-5204509,20/06/2011,08/11/2018,EUR,47000000,EUR,47000000,Interest Rate - Swaption,USD,6754121.573,27/09/2018,EUR,5822518.597,22/06/2011,Receiver,Put,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4531,BA-00001,BA-00001,B-5204510,25/02/2011,26/09/2022,EUR,84000000,EUR,84000000,Interest Rate - Swaption,USD,341835.8752,27/09/2018,EUR,294686.0993,01/03/2011,Receiver,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4532,BA-00001,BA-00001,B-5204511,15/03/2013,24/06/2025,NOK,42000000,NOK,42000000,Interest Rate - Swaption,USD,48314.88852,27/09/2018,NOK,402624.071,19/03/2013,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4533,BA-00001,BA-00001,B-5204512,30/10/2017,25/09/2023,SEK,49000000,SEK,49000000,Interest Rate - Swap,USD,647390.4297,27/09/2018,SEK,5885367.543,01/11/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4534,BA-00001,BA-00001,B-5204513,11/08/2010,21/07/2027,DKK,47000000,DKK,47000000,Interest Rate - Swap Basis,USD,-525966.2161,27/09/2018,DKK,-3287288.851,13/08/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4535,BA-00001,BA-00001,B-5204514,24/07/2009,29/06/2026,NOK,81000000,NOK,81000000,Interest Rate - Swaption,USD,-1391866.68,27/09/2018,NOK,-11598889,28/07/2009,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4536,BA-00001,BA-00001,B-5204515,05/12/2007,16/03/2023,DKK,12000000,DKK,12000000,Interest Rate - Swaption,USD,-197658.3113,27/09/2018,DKK,-1235364.446,07/12/2007,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4537,BA-00001,BA-00001,B-5204516,27/06/2018,03/12/2029,AUD,66000000,USD,48180000,FX - Swap,USD,-4668367.578,27/09/2018,AUD,-6395024.079,29/06/2018,,,0.962,,,,3645457,EntityB,983400120,EntityA,Active
4538,BA-00001,BA-00001,B-5204517,16/05/2014,26/06/2029,NOK,78000000,NOK,78000000,Interest Rate - Swaption,USD,349160.8901,27/09/2018,NOK,2909674.085,20/05/2014,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4539,BA-00001,BA-00001,B-5204518,26/11/2015,06/11/2028,NOK,60000000,AUD,9600000,FX - Swap,USD,551181.981,27/09/2018,NOK,4593183.175,30/11/2015,,,0.858,,,,3645457,EntityB,983400120,EntityA,Active
4540,BA-00001,BA-00001,B-5204519,04/09/2017,12/11/2018,CHF,14000000,CHF,14000000,Interest Rate - Swap Basis,USD,327888.5607,27/09/2018,CHF,321459.3733,06/09/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4541,BA-00001,BA-00001,B-5204520,08/05/2017,08/05/2026,AUD,24000000,SEK,160560000,FX - Swap,USD,-516315.9205,27/09/2018,AUD,-707282.0829,10/05/2017,,,0.646,,,,3645457,EntityB,983400120,EntityA,Active
4542,BA-00001,BA-00001,B-5204521,25/03/2015,05/11/2026,GBP,47000000,GBP,47000000,Interest Rate - Swap Basis,USD,-1026781.977,27/09/2018,GBP,-802173.4194,27/03/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4543,BA-00001,BA-00001,B-5204522,27/03/2006,18/06/2025,CAD,39000000,CAD,39000000,Interest Rate - Swap,USD,-3820985.308,27/09/2018,CAD,-4962318.582,29/03/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4544,BA-00001,BA-00001,B-5204523,23/10/2006,15/08/2029,DKK,57000000,CAD,11400000,FX - Swap,USD,-871514.9754,27/09/2018,DKK,-5446968.596,25/10/2006,,,0.468,,,,3645457,EntityB,983400120,EntityA,Active
4545,BA-00001,BA-00001,B-5204524,02/11/2015,05/07/2019,DKK,28000000,DKK,28000000,Interest Rate - Swap Basis,USD,564328.7597,27/09/2018,DKK,3527054.748,04/11/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4546,BA-00001,BA-00001,B-5204525,30/06/2011,06/02/2023,CHF,45000000,CHF,45000000,Interest Rate - Swaption,USD,4254152.784,27/09/2018,CHF,4170738.023,04/07/2011,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4547,BA-00001,BA-00001,B-5204526,05/05/2014,03/09/2021,NOK,18000000,AUD,2880000,FX - Swap,USD,-120131.4693,27/09/2018,NOK,-1001095.577,07/05/2014,,,0.154,,,,3645457,EntityB,983400120,EntityA,Active
4548,BA-00001,BA-00001,B-5204527,09/12/2009,22/05/2026,SEK,3000000,SEK,3000000,Interest Rate - Swaption,USD,32735.63421,27/09/2018,SEK,297596.6746,11/12/2009,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4549,BA-00001,BA-00001,B-5204528,02/10/2012,10/12/2018,SEK,84000000,CHF,9240000,Cross Currency - Swap,USD,717844.5207,27/09/2018,SEK,6525859.28,04/10/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4550,BA-00001,BA-00001,B-5204529,05/05/2010,05/03/2029,GBP,54000000,DKK,444960000,FX - Swap,USD,3735295.26,27/09/2018,GBP,2918199.422,07/05/2010,,,0.502,,,,3645457,EntityB,983400120,EntityA,Active
4551,BA-00001,BA-00001,B-5204530,16/05/2016,14/05/2024,JPY,53000000,NOK,3975000,Cross Currency - Swap,USD,42352.84422,27/09/2018,JPY,4705871.58,18/05/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4552,BA-00001,BA-00001,B-5204531,19/08/2010,01/11/2029,USD,85000000,EUR,73100000,FX - Swap,USD,-5605256.018,27/09/2018,USD,-5605256.018,23/08/2010,,,0.892,LIB,,,3645457,EntityB,983400120,EntityA,Active
4553,BA-00001,BA-00001,B-5204532,16/05/2008,29/07/2030,CHF,73000000,CHF,73000000,Interest Rate - Swap,USD,10699142.8,27/09/2018,CHF,10489355.69,20/05/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4554,BA-00001,BA-00001,B-5204533,29/03/2011,08/07/2019,GBP,57000000,DKK,469680000,Cross Currency - Swap,USD,232030.0121,27/09/2018,GBP,181273.4469,31/03/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4555,BA-00001,BA-00001,B-5204534,14/07/2008,06/06/2030,USD,5000000,EUR,4300000,FX - Swap,USD,-134702.6744,27/09/2018,USD,-134702.6744,16/07/2008,,,0.58,LIB,,,3645457,EntityB,983400120,EntityA,Active
4556,BA-00001,BA-00001,B-5204535,07/07/2016,17/07/2019,JPY,19000000,NOK,1425000,FX - Swap,USD,-20574.57372,27/09/2018,JPY,-2286063.746,11/07/2016,,,0.946,,,,3645457,EntityB,983400120,EntityA,Active
4557,BA-00001,BA-00001,B-5204536,08/02/2007,25/04/2023,NOK,92000000,AUD,14720000,FX - Swap,USD,-338060.3454,27/09/2018,NOK,-2817169.545,12/02/2007,,,0.386,,,,3645457,EntityB,983400120,EntityA,Active
4558,BA-00001,BA-00001,B-5204537,03/04/2006,31/05/2021,CAD,17000000,CAD,17000000,Interest Rate - Swaption,USD,1099029.456,27/09/2018,CAD,1427310.982,05/04/2006,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4559,BA-00001,BA-00001,B-5204538,26/02/2008,28/11/2030,JPY,26000000,NOK,1950000,FX - Swap,USD,-26184.41662,27/09/2018,JPY,-2909379.624,28/02/2008,,,0.052,,,,3645457,EntityB,983400120,EntityA,Active
4560,BA-00001,BA-00001,B-5204539,14/08/2013,01/05/2023,NOK,26000000,AUD,4160000,Cross Currency - Swap,USD,447166.5001,27/09/2018,NOK,3726387.501,16/08/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4561,BA-00001,BA-00001,B-5204540,23/05/2007,25/03/2026,NOK,100000000,NOK,100000000,Interest Rate - Swaption,USD,983903.2929,27/09/2018,NOK,8199194.107,25/05/2007,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4562,BA-00001,BA-00001,B-5204541,17/08/2011,04/02/2030,CAD,99000000,CAD,99000000,Interest Rate - Swap,USD,2271938.756,27/09/2018,CAD,2950569.814,19/08/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4563,BA-00001,BA-00001,B-5204542,15/02/2016,06/06/2025,GBP,44000000,DKK,362560000,Cross Currency - Swap,USD,-5908948.841,27/09/2018,GBP,-4616366.282,17/02/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4564,BA-00001,BA-00001,B-5204543,09/02/2009,12/04/2023,SEK,58000000,SEK,58000000,Interest Rate - Swap Basis,USD,-191967.9914,27/09/2018,SEK,-1745163.558,11/02/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4565,BA-00001,BA-00001,B-5204544,28/07/2017,10/04/2025,CHF,64000000,CHF,64000000,Interest Rate - Swap Basis,USD,-8080368.589,27/09/2018,CHF,-7921929.989,01/08/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4566,BA-00001,BA-00001,B-5204545,04/05/2017,20/10/2025,CHF,43000000,CHF,43000000,Interest Rate - Swap,USD,-3000373.858,27/09/2018,CHF,-2941542.998,08/05/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4567,BA-00001,BA-00001,B-5204546,01/09/2008,26/04/2030,AUD,45000000,USD,32850000,Cross Currency - Swap,USD,857224.5511,27/09/2018,AUD,1174280.207,03/09/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4568,BA-00001,BA-00001,B-5204547,05/10/2015,12/09/2022,SEK,86000000,SEK,86000000,Interest Rate - Swap,USD,-61246.9557,27/09/2018,SEK,-556790.5064,07/10/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4569,BA-00001,BA-00001,B-5204548,05/01/2017,11/10/2027,EUR,20000000,EUR,20000000,Interest Rate - Swaption,USD,-2208267.336,27/09/2018,EUR,-1903678.738,09/01/2017,Receiver,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4570,BA-00001,BA-00001,B-5204549,13/01/2012,13/02/2024,NOK,98000000,NOK,98000000,Interest Rate - Swaption,USD,-677473.7151,27/09/2018,NOK,-5645614.293,17/01/2012,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4571,BA-00001,BA-00001,B-5204550,15/09/2009,01/02/2019,CHF,81000000,CHF,81000000,Interest Rate - Swap Basis,USD,8798254.861,27/09/2018,CHF,8625740.06,17/09/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4572,BA-00001,BA-00001,B-5204551,03/01/2011,07/04/2025,CHF,63000000,CHF,63000000,Interest Rate - Swap Basis,USD,6934707.182,27/09/2018,CHF,6798732.532,05/01/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4573,BA-00001,BA-00001,B-5204552,29/05/2015,13/06/2025,GBP,24000000,GBP,24000000,Interest Rate - Swaption,USD,-1927124.082,27/09/2018,GBP,-1505565.689,02/06/2015,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4574,BA-00001,BA-00001,B-5204553,03/09/2008,14/01/2027,DKK,43000000,CAD,8600000,FX - Swap,USD,-377264.584,27/09/2018,DKK,-2357903.65,05/09/2008,,,0.024,,,,3645457,EntityB,983400120,EntityA,Active
4575,BA-00001,BA-00001,B-5204554,07/01/2013,31/03/2023,EUR,9000000,EUR,9000000,Interest Rate - Swap,USD,461398.536,27/09/2018,EUR,397757.3586,09/01/2013,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4576,BA-00001,BA-00001,B-5204555,16/02/2009,23/02/2024,CHF,79000000,CHF,79000000,Interest Rate - Swaption,USD,-4665059.284,27/09/2018,CHF,-4573587.533,18/02/2009,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4577,BA-00001,BA-00001,B-5204556,25/01/2013,16/10/2028,USD,92000000,USD,92000000,Interest Rate - Swap,USD,-9337602.359,27/09/2018,USD,-9337602.359,29/01/2013,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4578,BA-00001,BA-00001,B-5204557,16/04/2007,14/05/2027,SEK,90000000,SEK,90000000,Interest Rate - Swap Basis,USD,326387.2203,27/09/2018,SEK,2967156.548,18/04/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4579,BA-00001,BA-00001,B-5204558,07/11/2016,27/10/2020,JPY,93000000,NOK,6975000,Cross Currency - Swap,USD,-91492.281,27/09/2018,JPY,-10165809,09/11/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4580,BA-00001,BA-00001,B-5204559,27/07/2017,28/08/2028,AUD,45000000,USD,32850000,FX - Swap,USD,2156653.922,27/09/2018,AUD,2954320.44,31/07/2017,,,0.162,,,,3645457,EntityB,983400120,EntityA,Active
4581,BA-00001,BA-00001,B-5204560,17/01/2013,31/07/2030,CHF,95000000,JPY,10747350000,FX - Swap,USD,-13991971,27/09/2018,CHF,-13717618.63,21/01/2013,,,0.664,,,,3645457,EntityB,983400120,EntityA,Active
4582,BA-00001,BA-00001,B-5204561,21/07/2008,15/07/2019,AUD,32000000,AUD,32000000,Interest Rate - Swap,USD,-2304923.803,27/09/2018,AUD,-3157429.868,23/07/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4583,BA-00001,BA-00001,B-5204562,02/12/2015,14/06/2021,AUD,52000000,SEK,347880000,FX - Swap,USD,2656968.309,27/09/2018,AUD,3639682.615,04/12/2015,,,0.696,,,,3645457,EntityB,983400120,EntityA,Active
4584,BA-00001,BA-00001,B-5204563,18/03/2016,07/07/2027,GBP,30000000,DKK,247200000,Cross Currency - Swap,USD,2186937.919,27/09/2018,GBP,1708545.249,22/03/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4585,BA-00001,BA-00001,B-5204564,16/05/2008,15/09/2025,CHF,14000000,CHF,14000000,Interest Rate - Swaption,USD,1867934.318,27/09/2018,CHF,1831308.155,20/05/2008,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4586,BA-00001,BA-00001,B-5204565,03/04/2017,14/01/2030,SEK,17000000,SEK,17000000,Interest Rate - Swaption,USD,230295.087,27/09/2018,SEK,2093591.7,05/04/2017,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4587,BA-00001,BA-00001,B-5204566,02/07/2015,21/03/2025,AUD,78000000,AUD,78000000,Interest Rate - Swaption,USD,-1961962.395,27/09/2018,AUD,-2687619.719,06/07/2015,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4588,BA-00001,BA-00001,B-5204567,21/05/2013,21/02/2028,USD,62000000,EUR,53320000,Cross Currency - Swap,USD,1770108.43,27/09/2018,USD,1770108.43,23/05/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4589,BA-00001,BA-00001,B-5204568,07/03/2006,24/02/2022,NOK,38000000,NOK,38000000,Interest Rate - Swap,USD,11413.88592,27/09/2018,NOK,95115.71596,09/03/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4590,BA-00001,BA-00001,B-5204569,27/09/2006,07/10/2026,CAD,65000000,CAD,65000000,Interest Rate - Swaption,USD,2084924.412,27/09/2018,CAD,2707694.042,29/09/2006,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4591,BA-00001,BA-00001,B-5204570,30/04/2007,08/01/2024,DKK,80000000,CAD,16000000,FX - Swap,USD,-836588.4276,27/09/2018,DKK,-5228677.672,02/05/2007,,,0.598,,,,3645457,EntityB,983400120,EntityA,Active
4592,BA-00001,BA-00001,B-5204571,26/12/2012,19/08/2019,USD,5000000,USD,5000000,Interest Rate - Swap,USD,683592.9651,27/09/2018,USD,683592.9651,28/12/2012,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4593,BA-00001,BA-00001,B-5204572,12/05/2017,29/05/2023,GBP,42000000,GBP,42000000,Interest Rate - Swaption,USD,4794515.457,27/09/2018,GBP,3745715.201,16/05/2017,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4594,BA-00001,BA-00001,B-5204573,01/06/2012,19/07/2027,CAD,54000000,CAD,54000000,Interest Rate - Swap Basis,USD,812516.4158,27/09/2018,CAD,1055216.124,05/06/2012,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4595,BA-00001,BA-00001,B-5204574,31/07/2015,14/11/2022,CHF,52000000,CHF,52000000,Interest Rate - Swap Basis,USD,2583181.109,27/09/2018,CHF,2532530.499,04/08/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4596,BA-00001,BA-00001,B-5204575,08/06/2009,05/03/2025,JPY,85000000,JPY,85000000,Interest Rate - Swaption,USD,-36947.2114,27/09/2018,JPY,-4105245.711,10/06/2009,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4597,BA-00001,BA-00001,B-5204576,02/12/2011,18/06/2019,NOK,23000000,NOK,23000000,Interest Rate - Swap Basis,USD,-3254.972409,27/09/2018,NOK,-27124.77008,06/12/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4598,BA-00001,BA-00001,B-5204577,22/03/2017,03/06/2019,CHF,97000000,CHF,97000000,Interest Rate - Swaption,USD,-14428360.88,27/09/2018,CHF,-14145451.84,24/03/2017,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4599,BA-00001,BA-00001,B-5204578,18/02/2008,02/05/2022,AUD,68000000,AUD,68000000,Interest Rate - Swaption,USD,1932552.214,27/09/2018,AUD,2647331.799,20/02/2008,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4600,BA-00001,BA-00001,B-5204579,29/01/2007,04/08/2025,DKK,6000000,CAD,1200000,FX - Swap,USD,121959.9984,27/09/2018,DKK,762249.9902,31/01/2007,,,0.038,,,,3645457,EntityB,983400120,EntityA,Active
4601,BA-00001,BA-00001,B-5204580,31/07/2006,15/05/2026,SEK,29000000,SEK,29000000,Interest Rate - Swap,USD,-249520.1184,27/09/2018,SEK,-2268364.712,02/08/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4602,BA-00001,BA-00001,B-5204581,04/05/2009,28/01/2025,GBP,61000000,DKK,502640000,FX - Swap,USD,-673416.6495,27/09/2018,GBP,-526106.7574,06/05/2009,,,0.254,,,,3645457,EntityB,983400120,EntityA,Active
4603,BA-00001,BA-00001,B-5204582,14/05/2007,07/04/2026,USD,65000000,USD,65000000,Interest Rate - Swaption,USD,-6941429.466,27/09/2018,USD,-6941429.466,16/05/2007,Receiver,Call,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4604,BA-00001,BA-00001,B-5204583,05/09/2011,20/10/2025,JPY,34000000,NOK,2550000,Cross Currency - Swap,USD,-25568.37347,27/09/2018,JPY,-2840930.386,07/09/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4605,BA-00001,BA-00001,B-5204584,26/03/2007,03/05/2023,EUR,82000000,EUR,82000000,Interest Rate - Swap,USD,-10049489.06,27/09/2018,EUR,-8663352.641,28/03/2007,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4606,BA-00001,BA-00001,B-5204585,09/05/2016,29/10/2018,GBP,13000000,GBP,13000000,Interest Rate - Swap,USD,744160.2203,27/09/2018,GBP,581375.1721,11/05/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4607,BA-00001,BA-00001,B-5204586,04/09/2017,07/08/2023,DKK,17000000,DKK,17000000,Interest Rate - Swaption,USD,266550.1571,27/09/2018,DKK,1665938.482,06/09/2017,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4608,BA-00001,BA-00001,B-5204587,06/04/2018,25/03/2019,CHF,2000000,CHF,2000000,Interest Rate - Swap Basis,USD,-11575.46263,27/09/2018,CHF,-11348.49277,10/04/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4609,BA-00001,BA-00001,B-5204588,23/10/2017,14/08/2020,AUD,38000000,AUD,38000000,Interest Rate - Swap Basis,USD,2419745.059,27/09/2018,AUD,3314719.26,25/10/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4610,BA-00001,BA-00001,B-5204589,04/05/2016,19/07/2029,GBP,26000000,GBP,26000000,Interest Rate - Swaption,USD,244703.5742,27/09/2018,GBP,191174.6674,06/05/2016,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4611,BA-00001,BA-00001,B-5204590,15/06/2011,11/08/2023,AUD,58000000,AUD,58000000,Interest Rate - Swaption,USD,6293319.125,27/09/2018,AUD,8620985.103,17/06/2011,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4612,BA-00001,BA-00001,B-5204591,10/04/2017,12/08/2025,SEK,72000000,CHF,7920000,Cross Currency - Swap,USD,137656.4908,27/09/2018,SEK,1251422.644,12/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4613,BA-00001,BA-00001,B-5204592,01/05/2018,30/03/2023,DKK,77000000,CAD,15400000,Cross Currency - Swap,USD,-1070417.401,27/09/2018,DKK,-6690108.756,03/05/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4614,BA-00001,BA-00001,B-5204593,29/06/2010,30/11/2020,AUD,66000000,USD,48180000,Cross Currency - Swap,USD,-5883680.526,27/09/2018,AUD,-8059836.337,01/07/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4615,BA-00001,BA-00001,B-5204594,14/07/2008,25/08/2027,NOK,40000000,AUD,6400000,Cross Currency - Swap,USD,-293738.1679,27/09/2018,NOK,-2447818.066,16/07/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4616,BA-00001,BA-00001,B-5204595,17/08/2015,17/10/2022,CHF,34000000,CHF,34000000,Interest Rate - Swap Basis,USD,-945976.1363,27/09/2018,CHF,-927427.5846,19/08/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4617,BA-00001,BA-00001,B-5204596,02/11/2015,21/03/2025,JPY,14000000,JPY,14000000,Interest Rate - Swap,USD,2949.342027,27/09/2018,JPY,327704.6697,04/11/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4618,BA-00001,BA-00001,B-5204597,17/06/2015,22/12/2026,SEK,9000000,SEK,9000000,Interest Rate - Swaption,USD,-27008.04457,27/09/2018,SEK,-245527.6779,19/06/2015,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4619,BA-00001,BA-00001,B-5204598,02/01/2007,26/02/2021,DKK,52000000,CAD,10400000,Cross Currency - Swap,USD,1043730.78,27/09/2018,DKK,6523317.376,04/01/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4620,BA-00001,BA-00001,B-5204599,23/05/2016,07/03/2028,AUD,81000000,USD,59130000,Cross Currency - Swap,USD,4571761.442,27/09/2018,AUD,6262686.907,25/05/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4621,BA-00001,BA-00001,B-5204600,09/02/2010,20/05/2030,AUD,27000000,AUD,27000000,Interest Rate - Swaption,USD,612588.2118,27/09/2018,AUD,839161.934,11/02/2010,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4622,BA-00001,BA-00001,B-5204601,30/12/2010,04/02/2019,AUD,55000000,USD,40150000,FX - Swap,USD,152.4424861,27/09/2018,AUD,208.8253234,03/01/2011,,,0.758,,,,3645457,EntityB,983400120,EntityA,Active
4623,BA-00001,BA-00001,B-5204602,20/05/2013,13/07/2029,CAD,16000000,CAD,16000000,Interest Rate - Swap,USD,-1305894.82,27/09/2018,CAD,-1695967.299,22/05/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4624,BA-00001,BA-00001,B-5204603,29/12/2014,25/10/2027,NOK,39000000,AUD,6240000,FX - Swap,USD,-394025.5238,27/09/2018,NOK,-3283546.032,31/12/2014,,,0.62,,,,3645457,EntityB,983400120,EntityA,Active
4625,BA-00001,BA-00001,B-5204604,09/03/2016,31/07/2028,CAD,74000000,CAD,74000000,Interest Rate - Swap Basis,USD,-8535736.422,27/09/2018,CAD,-11085371.98,11/03/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4626,BA-00001,BA-00001,B-5204605,21/03/2011,26/09/2023,SEK,42000000,CHF,4620000,Cross Currency - Swap,USD,100559.8752,27/09/2018,SEK,914180.6839,23/03/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4627,BA-00001,BA-00001,B-5204606,12/12/2011,30/05/2029,USD,72000000,USD,72000000,Interest Rate - Swaption,USD,4413190.426,27/09/2018,USD,4413190.426,14/12/2011,Payer,Put,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4628,BA-00001,BA-00001,B-5204607,27/10/2014,08/02/2023,DKK,91000000,DKK,91000000,Interest Rate - Swap,USD,-1319711.704,27/09/2018,DKK,-8248198.149,29/10/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
